Fp1,AF3,F3,F7,FC5,FC1,C3,T7,CP5,CP1,P3,P7,PO3,O1,Oz,Pz,Fp2,AF4,Fz,F4,F8,FC6,FC2,Cz,C4,T8,CP6,CP2,P4,P8,PO4,O2
0.05781309262236256,-1.335265708,4.6404798336870625,0.21957263010669426,7.473817196614639,2.3148415437139684,1.9180966748156774,-9.257533341,9.089943478095304,-7.104518775,2.414574161945229,7.827253336427483,-3.781129703,4.7326890256159295,-5.738116843,-7.654468958,2.3324826921663933,3.5615787382215913,2.4061686086884366,8.671085109665544,1.046758895374527,-3.716191836,-30.57954227,-2.241480334,1.415335067397562,2.406645742097079,12.864059417075762,4.021099209570303,-2.828598465,-2.588735036,2.637905226744347,-5.226618413
1.367407744009859,10.25965434236544,3.3454085366639283,7.897852219413126,-2.446051236,-1.655034777,-6.301423102,-7.290316574,-3.546453167,-5.705186844,3.636300217360656,-1.282584819,3.8250464044823005,5.962937661787027,2.410637397018606,-2.719755928,1.3394526318411657,6.2637919733936815,-0.270993344,3.2723046741982547,2.1502666012228424,3.3977406586948717,-1.2905158,-2.568397286,-5.651418419,-0.096730002,-4.930759112,-1.722503712,-6.111309137,0.09489292585710896,-3.521353228,1.8870925000171663
-1.783131929,4.133553452902736,-0.951680496,-1.624802705,-1.827309082,-2.280364391,-2.279224656,9.151344472007295,-0.239574974,-0.057604018,1.7691680711262048,3.6621312702457933,3.538549611536781,-2.723943302,-3.57280331,-0.285842812,-2.208535384,1.6398046735877443,-0.395367126,0.24506492751230646,0.3641792352287705,5.892245338026437,11.424923450049794,-2.13282333,-0.521116937,8.605298001537161,-4.499946322,-3.232838752,-4.249644869,-3.68716718,-7.383003739,-4.48953719
-3.690217302,-0.814000136,2.295469337207898,0.9014454794584084,8.323678851159096,1.1279056826096858,6.356886101002165,11.64208189538396,9.354153756254949,-1.662477966,2.290675215611278,5.210836344337908,-5.103227177,-1.494224231,-6.150061069,-5.58458207,-3.863720951,0.20841733361573822,-1.82834686,3.4037803827168736,-2.148347335,-1.67203298,-14.72141088,-0.506117025,-1.154865506,-3.940250841,7.390880926174614,2.129897384774882,-0.794675114,-1.95902127,2.7745300238671504,-6.323059997
2.137114296846873,6.420466364911961,6.122229701779334,10.015320779430164,3.1063942317276334,3.183129267344362,3.6585346412845454,4.571792674758058,4.91771231923477,-2.325940402,0.3462780103332499,-3.960279264,-5.355266147,5.529653550491721,1.7086454862360498,-4.302073315,0.39639150815919444,2.7532331165246107,0.7290575894224337,4.5939664097138575,-4.159437209,-8.237151256,-13.81508964,1.8139065375001404,-6.444635185,-27.68087963,0.6413642317838011,1.9966582472960375,-0.445779444,2.6140213844220517,6.161844668508287,3.308816472947341
3.0065034673688302,-0.47226909,-0.688213252,-5.780935774,-7.192504994,2.1816089414203272,0.86538299733277,-9.880725179,3.612375983103595,5.2872144218965635,-3.985747465,3.3896244798685777,0.6222766891443872,-0.220296885,0.2508699061038211,3.6236474391710454,2.279004941482361,-1.56067838,4.840037331439888,2.17083385407052,-5.198745686,-6.174014828,7.780327257122212,3.704729107544397,4.8078759471245345,-14.09935697,-0.398184041,0.9681726441897953,2.847542801616297,-0.430289734,0.5049319755100066,3.339002092082004
-2.809823433,-11.44034697,-4.914160006,-12.66326841,0.2618066554686638,0.20586437538188207,3.5604031426627647,-14.66102072,9.591354552451659,3.6087191272130297,-3.246545183,10.00727685254223,-2.9762522,-7.139298105,-4.563689036,1.742072773174101,-0.677565534,-4.125957835,-1.031015459,2.1568860275532633,-5.372856436,-3.312891064,-9.725542226,0.9942898472587589,11.473615132120983,10.935113843121856,15.193924338359231,6.024947373575975,6.900804972038768,-1.937050171,7.3551152610410755,0.5850885144888323
-1.858828645,-6.561539916,-1.50235025,-0.684740346,4.311029640936562,-2.198763428,0.34741914001212315,-3.662025521,3.2128008957442,-3.526966687,-0.914418412,-1.518351808,-5.432844834,-2.010306727,2.309429719334139,-1.432527343,-0.567986622,-1.236180371,-6.357678196,1.0398325162139987,-5.029129543,-3.923101181,-22.46867433,-3.071258822,2.9174995525638647,9.9061849655903,13.91677545177813,6.580599992549228,6.766618807755057,0.1385626199096328,14.743378717315716,7.767540964989282
2.375042063167176,-2.43532419,-3.560730772,-2.490795595,-6.430608247,-5.527053805,-5.815668034,-6.952460389,-8.662935869,0.3757937675350316,-0.550512415,-3.675329368,3.620429965806049,1.4598723384075918,9.23221287347914,5.372431296139711,2.060922172414215,-1.26176055,-2.13177928,-3.254954359,0.1441515171548482,-0.742696804,6.5344503762067445,-1.057362151,1.9509496903618417,-4.154912759,-0.964971568,1.3879642710549744,6.8800121760104505,2.526859925518119,5.9506082311392765,9.79815549157894
-0.863463775,-7.314437237,-8.969851638,-6.965791458,-6.652614177,-8.085985168,-5.035622457,-15.79888435,-5.848907479,2.314192006460764,1.3922304049030325,2.719215979394576,6.738230909722082,-0.164813378,6.087264483883207,6.227817904694945,0.4502558079094021,-3.210164637,-1.775276458,-3.529175663,5.6090332732847,3.5131703066688824,9.122028254509633,1.3060967116516213,6.041663124296665,0.5407530473628004,2.6534007292973443,2.418992888366453,7.746769533191159,5.70482552247093,1.2876177108850584,2.3414292766980416
-5.527113696,-15.15324122,-10.96400012,-12.48901762,-0.601660289,-6.991813972,0.9009090522377873,-9.975048389,6.70395067280618,0.8653440331707029,2.822932171435503,5.097181041005557,4.105875667734844,6.219834452633192,1.332153099710017,1.0608862262622272,-3.430069478,-9.061342831,-3.731325333,-1.673116879,0.99747950794238,-1.99394736,-18.08834639,-0.836739095,8.598589563760646,20.941844096497586,16.59614576291863,7.397375618559379,8.096775259764923,1.442360253334721,7.99424958980212,-0.657103402
-1.971356679,-15.72865583,-8.793897529,-19.6693941,-3.052369897,-1.369504185,5.70780330735689,0.11092054412052477,9.753625304405777,6.72569970426962,3.036975032549767,8.693543958825446,5.654841749743856,8.580986226671167,-0.962458711,2.2086541077638944,-2.055988102,-11.49476072,0.511094585143617,-1.55223333,-2.426515454,-6.753016135,-13.90177742,-0.497841014,9.376265863417661,10.089753834874607,11.180615625837774,5.264165397660571,5.2286798190926245,-8.313416188,5.697313879663582,0.722246357595357
3.8943172743179453,-1.938374356,1.0283552199761514,-1.297155001,2.9101814140619995,6.430109077098584,8.168545095098683,14.270457157958957,3.6641910076850177,4.644337595031017,5.306327936805884,-1.970020374,-1.688093486,-0.969606324,-3.822761052,-0.624073699,3.042439568527549,0.48085939951780343,1.2526127181553157,2.872940491762254,3.065490520054572,-3.092950916,-11.65878227,2.435316104615581,-1.042302208,-17.65287155,-2.26409627,2.301722816958793,-3.013419629,-14.78967495,1.0584973529670432,-1.002518672
2.907696663436754,4.99270455678065,8.645201705313035,12.165236927597485,10.863424378983845,9.79155936740323,9.403067100964133,14.304438451519806,3.9972179162212056,-3.573836227,7.045398297788681,-12.83525222,-8.980993143,0.42385093097206084,-3.747955146,-5.454169886,3.4181997813475076,6.601534019983704,-1.344568294,7.3092440995613535,1.6709721171167062,-5.771266866,-32.31091783,2.2876921063616855,-7.938490678,-9.651783909,0.6860191469400962,5.677974295952435,-5.635985913,-18.49469908,7.183203248451299,-3.634715918
